student_id,age,gender,parental_education,study_hours_week,attendance_rate,extracurricular,sleep_hours,previous_scores,tutoring,internet_quality,family_income,health_status,final_grade
STD00343,21,F,bachelor,12.26,42.92,Yes,8.4,68.44,No,Good,Medium,Excellent,100
STD02463,23,M,master,7.53,73.07,No,6.39,69.29,No,Good,High,Good,96.62
STD00728,21,M,bachelor,5.15,78.26,No,7.97,51.0,No,Good,Medium,Excellent,90.19
STD01730,22,F,high_school,,76.69,No,5.84,48.72,No,Excellent,Low,Good,82.89
STD01292,23,F,bachelor,2.92,63.0,No,5.18,52.89,No,Excellent,High,Excellent,88.05
STD01410,23,M,bachelor,,47.38,Yes,9.19,60.0,No,Excellent,Low,Excellent,97.88
STD01613,19,F,master,,57.08,Yes,,62.01,Yes,Poor,High,Excellent,100
STD01054,21,M,high_school,,56.43,Yes,5.05,54.95,Yes,Good,Medium,Excellent,85.32
STD01544,19,F,bachelor,16.07,,Yes,8.37,48.87,Yes,Poor,High,Excellent,100
STD01846,22,M,high_school,13.68,49.18,Yes,7.64,62.58,No,Good,Low,Good,89.07
STD02344,20,M,bachelor,4.85,52.44,No,,55.77,Yes,Good,Medium,Excellent,91.24
STD02372,24,F,high_school,,60.55,Yes,5.57,60.07,Yes,Good,,Good,78.93
STD00947,24,M,high_school,6.82,,Yes,8.71,46.78,No,Excellent,High,Excellent,96.69
STD00403,25,F,high_school,17.27,,Yes,7.58,51.19,No,Poor,High,Good,100
STD00521,22,F,bachelor,12.13,69.66,No,7.97,49.23,No,Excellent,Low,Good,100
STD02009,19,M,high_school,11.12,50.36,No,8.24,43.73,Yes,Good,Low,  Good ,89.44
STD01173,21,F,bachelor,3.96,68.87,Yes,5.98,39.1,Yes,Excellent,Low,Excellent,85.25
STD01121,20,F,high_school,,52.02,Yes,8.56,77.89,Yes,Poor,Low,Good,89.54
STD00669,22,M,bachelor,17.75,77.58,No,7.47,62.25,No,Excellent,Medium,Excellent,100
STD02245,19,M,master,11.86,61.62,Yes,7.37,,Yes,Excellent,Low,Excellent,100
STD02272,18,M,high_school,20.15,71.59,No,5.92,66.58,Yes,Excellent,Medium,Excellent,100
STD00517,22,F,high_school,3.91,45.63,No,4.21,58.92,Yes,Poor,Medium,Poor,66.63
STD01340,18,M,high_school,14.4,40.34,Yes,6.35,67.2,No,Excellent,High,Good,98.0
STD00823,22,F,doctorate,12.11,41.59,Yes,7.58,42.85,No,Good,High,Excellent,100
STD00178,19,F,master,10.62,52.3,Yes,6.27,55.13,No,Excellent,Medium,Excellent,100
STD01348,18,M,high_school,5.9,36.31,No,5.89,48.23,No,Good,Low,Excellent,75.88
STD00909,18,M,bachelor,1.37,62.03,Yes,7.48,47.62,No,Good,Medium,Good,80.27
STD01221,18,F,bachelor,6.26,59.26,Yes,5.4,53.03,No,Poor,,Excellent,89.57
STD02328,19,F,bachelor,,46.34,Yes,7.27,58.41,No,Poor,Medium,Good,100
STD00989,22,F,bachelor,15.4,70.61,Yes,8.13,60.64,No,Good,Medium,Good,100
STD01503,25,F,bachelor,6.7,68.43,Yes,5.6,62.17,No,Excellent,Medium,Good,95.29
STD01126,22,M,bachelor,10.47,63.04,Yes,7.53,,Yes,Good,High,Excellent,94.17
STD01586,24,F,doctorate,4.35,52.1,No,5.51,54.23,No,Good,Medium,Good,76.99
STD02037,20,M,high_school,15.44,70.22,No,5.66,70.69,No,Good,High,Good,100
STD01874,24,M,high_school,14.58,51.21,Yes,6.97,60.77,No,,Medium,Poor,99.05
STD00732,20,F,bachelor,15.65,72.81,No,7.21,38.78,No,Excellent,Low,Good,100
STD01229,21,M,doctorate,1.21,68.72,Yes,5.84,62.25,No,Excellent,Medium,Excellent,88.1
STD01443,19,F,high_school,16.49,,Yes,3.86,60.66,No,Excellent,High,Good,94.62
STD01349,19,M,bachelor,11.0,71.75,No,4.55,,Yes,Excellent,Medium,Good,93.47
STD00200,23,F,bachelor,3.84,66.97,No,8.13,51.33,No,Poor,Medium,Good,76.65
STD01976,18,F,master,4.05,53.13,Yes,7.06,67.81,Yes,Good,Medium,Excellent,93.73
STD02375,23,M,master,8.44,65.01,No,6.65,54.38,No,Poor,High,Good,94.37
STD00631,20,M,high_school,,63.06,No,7.7,41.86,No,,,Excellent,87.93
STD01015,18,F,high_school,8.56,75.98,No,7.33,41.68,No,,Medium,Excellent,90.09
STD00255,21,M,doctorate,10.53,51.54,Yes,7.3,53.91,No,Excellent,Medium,Excellent,96.04
STD01551,23,M,master,8.25,70.59,Yes,7.14,62.58,No,Good,Low,Good,92.61
STD01515,19,Female,master,7.47,69.75,No,7.64,51.21,No,Excellent,Medium,Good,100
STD02183,24,F,master,14.08,63.32,Yes,5.2,54.56,Yes,Good,High,Excellent,100
STD01502,21,M,master,10.53,55.57,Yes,6.72,46.98,Yes,Excellent,Medium,EXCELLENT,100
STD02200,20,F,master,12.33,40.74,Yes,7.3,55.2,No,Good,,Poor,87.69
STD00123,19,M,bachelor,7.16,48.55,No,7.83,59.55,Yes,Excellent,,Good,91.28
STD01533,18,F,  bachelor ,14.29,47.72,No,7.06,55.08,No,Poor,Medium,Good,92.22
STD02038,21,F,master,7.04,50.92,Yes,6.94,56.45,No,Poor,Medium,Good,81.13
STD02294,20,M,bachelor,8.02,63.2,Yes,8.03,77.63,Yes,Good,Medium,Excellent,100
STD00536,18,F,bachelor,,65.52,Yes,7.26,54.63,No,Excellent,Medium,Excellent,100
STD00093,18,F,high_school,15.22,62.1,Yes,6.64,68.82,No,Good,Low,Good,97.56
STD01436,18,M,high_school,10.57,,Yes,6.75,54.03,Yes,Excellent,Low,Excellent,95.52
STD02453,24,M,bachelor,12.76,77.45,Yes,8.6,72.99,Yes,Good,High,Excellent,100
STD01664,22,F,bachelor,,46.91,Yes,7.22,62.37,No,Excellent,,Good,78.71
STD02347,25,F,bachelor,,52.95,Yes,8.84,60.87,No,,Medium,Good,100
STD01446,25,F,high_school,11.5,,Yes,5.92,65.77,No,Poor,Low,Good,88.75
STD01965,18,F,high_school,16.01,88.93,Yes,4.7,58.86,No,Good,Medium,Good,99.11
STD01851,22,F,high_school,11.4,71.65,Yes,7.27,64.0,No,Good,Low,Excellent,95.82
STD01529,24,F,master,8.31,48.69,No,7.25,58.77,No,Poor,Medium,Good,91.03
STD01078,19,M,high_school,7.11,63.47,Yes,7.09,66.82,No,Good,High,Poor,93.02
STD00262,21,M,doctorate,4.75,,Yes,7.12,53.92,No,Excellent,Low,Excellent,90.92
STD01163,19,M,doctorate,10.44,57.58,No,7.06,62.97,No,POOR,Low,Excellent,92.57
STD01479,23,F,bachelor,,54.05,Yes,7.94,58.89,No,Poor,Low,Good,87.14
STD01881,21,F,bachelor,8.2,46.19,No,3.97,41.1,No,Excellent,Medium,Excellent,83.84
STD00310,22,M,doctorate,2.25,55.4,Yes,7.56,69.82,No,Good,Medium,Good,90.63
STD01164,19,M,bachelor,11.71,63.06,Yes,6.89,65.16,Yes,Excellent,Medium,Good,100
STD00844,20,F,bachelor,14.19,72.37,Yes,,61.14,Yes,Good,,Good,100
STD01186,25,M,high_school,11.89,,Yes,5.05,56.71,No,Excellent,Medium,Good,92.78
STD01841,19,F,bachelor,10.79,61.36,No,8.9,54.82,No,Poor,,Excellent,96.67
STD01819,20,M,bachelor,1.39,56.13,Yes,7.34,56.25,Yes,Poor,,Good,82.5
STD00156,24,F,doctorate,14.57,69.6,No,6.74,,Yes,Good,Low,Good,100
STD00436,18,M,bachelor,4.37,46.19,Yes,6.1,58.01,No,Good,Medium,Poor,77.73
STD02236,23,M,high_school,3.29,68.45,Yes,7.47,46.11,No,Poor,Low,Excellent,77.38
STD01628,21,F,bachelor,12.08,53.36,Yes,8.61,69.15,Yes,,MEDIUM,Good,100
STD02447,20,M,bachelor,8.97,77.04,Yes,6.5,,No,Good,Medium,Good,96.96
STD01021,25,M,master,,67.51,No,,59.85,No,Good,Medium,Excellent,100
STD02068,25,F,doctorate,16.53,65.81,Yes,8.41,70.74,No,Excellent,Medium,Good,100
STD01882,24,M,master,10.12,60.2,No,7.52,,No,Good,Low,Good,97.48
STD00410,21,F,bachelor,16.1,63.0,Yes,7.58,52.14,Yes,Good,Medium,Good,100
STD00667,21,M,bachelor,6.36,62.2,No,6.28,65.7,No,Good,Low,Good,87.36
STD02076,25,M,master,,67.85,No,7.89,65.57,No,Excellent,,Good,100
STD00128,24,M,master,0.69,59.16,No,6.04,55.88,No,Excellent,Low,Good,73.21
STD02413,22,M,bachelor,,48.27,No,8.06,71.25,No,Excellent,Low,Good,97.49
STD00756,25,F,high_school,5.59,52.95,No,9.04,50.94,  Yes ,Good,Medium,Good,90.27
STD01519,19,F,bachelor,6.57,49.22,Yes,6.84,65.69,Yes,Good,Low,Good,87.7
STD00708,19,F,master,10.51,64.22,Yes,7.08,78.77,Yes,Poor,Medium,Excellent,100
STD02356,22,F,bachelor,5.79,50.65,No,7.8,,No,Good,High,Good,99.2
STD01176,20,M,bachelor,9.84,57.65,No,5.24,44.62,No,Good,High,Good,82.81
STD00170,19,F,master,5.12,47.67,Yes,8.84,54.74,No,Poor,Medium,Good,76.08
STD02064,20,M,doctorate,5.16,55.72,No,8.47,21.2,Yes,Good,Medium,Good,84.26
STD02197,21,M,master,10.48,,No,7.57,47.03,No,Good,,Excellent,100
STD00482,22,M,high_school,1.38,67.57,Yes,9.12,58.74,Yes,Good,Medium,Good,81.18
STD00916,22,F,high_school,18.95,40.87,Yes,7.23,60.53,Yes,Excellent,Low,Excellent,100
STD01135,25,F,bachelor,8.54,65.25,No,6.39,58.55,Yes,Excellent,Medium,Good,91.41
STD01153,22,F,bachelor,13.08,48.49,Yes,9.93,63.75,Yes,Excellent,Low,Excellent,100
STD01616,24,F,master,13.62,70.13,Yes,6.27,38.58,No,Good,Medium,Good,93.53
STD01951,24,M,bachelor,21.98,51.49,Yes,5.93,74.75,Yes,Excellent,High,Poor,100
STD01747,21,F,high_school,7.59,67.28,Yes,,50.8,No,Good,Low,Good,84.07
STD00622,22,M,bachelor,13.94,50.02,Yes,5.64,50.65,No,,Low,Good,93.87
STD01599,20,M,high_school,7.17,,Yes,6.9,53.48,No,Good,Medium,Excellent,88.44
STD00792,22,F,high_school,6.9,76.53,Yes,6.06,51.12,No,Good,Medium,Good,80.03
STD00160,23,M,master,4.68,52.84,Yes,7.8,52.45,No,Excellent,,Good,85.02
STD01624,18,M,bachelor,5.75,64.52,No,5.85,50.21,No,Good,,Excellent,85.21
STD02138,22,M,high_school,7.08,79.78,No,6.26,63.3,Yes,Good,,Good,96.45
STD02324,19,M,bachelor,13.62,62.07,No,9.46,51.65,Yes,Excellent,High,Excellent,100
STD00655,25,F,bachelor,8.28,76.48,Yes,3.79,66.78,No,Excellent,High,Good,92.22
STD01315,23,M,bachelor,7.4,46.96,Yes,,54.03,No,Poor,Low,Good,79.71
STD01320,23,M,master,15.96,46.12,No,9.06,53.06,Yes,Excellent,High,Good,100
STD01926,25,M,high_school,,62.6,Yes,8.84,55.34,No,POOR,Medium,Good,77.48
STD01359,24,M,bachelor,14.03,63.58,Yes,7.6,55.84,No,Good,High,Good,100
STD01149,25,F,master,20.7,70.67,Yes,7.84,52.85,No,Excellent,Medium,Good,100
STD01367,22,M,bachelor,,67.42,No,5.78,62.22,No,Good,Low,Excellent,92.11
STD02259,21,M,bachelor,12.21,62.64,No,5.58,43.05,Yes,Good,Medium,Good,89.38
STD00496,20,F,high_school,6.56,,No,5.54,58.99,No,Good,Medium,Poor,73.9
STD02481,21,F,master,20.05,51.44,No,5.24,51.75,Yes,Excellent,Medium,Excellent,100
STD00587,18,F,bachelor,14.92,46.55,Yes,6.37,69.41,No,Excellent,,Good,100
STD00936,21,F,master,8.34,75.83,No,5.66,65.01,No,Excellent,High,Excellent,100
STD00711,18,F,bachelor,11.36,70.51,Yes,10.36,58.45,No,Good,Low,Excellent,93.42
STD00578,21,F,high_school,3.85,52.92,Yes,7.0,58.75,No,Good,Low,Good,79.79
STD00179,19,M,high_school,17.85,48.98,Yes,8.16,54.96,Yes,Excellent,Medium,Excellent,100
STD00557,19,F,bachelor,11.92,64.6,No,4.05,56.27,No,Good,Medium,Good,87.38
STD01414,22,M,bachelor,12.53,58.84,No,8.42,49.0,No,Good,Low,Excellent,88.2
STD01032,22,M,master,0.24,72.82,Yes,9.21,46.8,No,Good,,Excellent,85.44
STD00992,22,F,bachelor,9.93,74.46,Yes,,,No,Good,Low,Good,85.35
STD00706,18,M,high_school,6.84,66.03,No,7.77,63.37,No,Poor,Medium,Good,86.26
STD02040,25,M,bachelor,10.56,51.63,Yes,4.4,53.1,Yes,Good,,Excellent,93.87
STD00736,24,M,bachelor,14.87,,Yes,7.45,64.0,No,Excellent,,Good,100
STD00446,25,M,high_school,6.48,61.92,Yes,,58.86,No,Excellent,Medium,Good,88.9
STD02223,18,M,master,20.98,64.47,Yes,5.5,50.63,No,Good,Low,Poor,96.26
STD00161,18,M,high_school,6.1,49.75,Yes,7.44,54.46,Yes,Good,Low,Good,84.0
STD02248,21,F,high_school,16.66,80.96,No,7.03,39.43,No,Good,Medium,Good,100
STD02435,23,F,high_school,4.98,71.74,Yes,7.43,53.79,No,  Excellent ,High,Excellent,90.31
STD01861,21,M,high_school,13.93,66.79,Yes,,71.62,No,Good,High,Excellent,100
STD01662,23,M,bachelor,6.56,55.54,No,5.89,46.24,No,Excellent,Medium,Good,86.88
STD01324,21,M,high_school,5.98,74.93,No,7.49,57.99,No,Good,,Good,87.86
STD00860,20,F,bachelor,7.92,68.22,  Yes ,7.61,41.88,Yes,Good,Medium,Excellent,98.86
STD01046,25,F,high_school,,72.04,No,5.94,50.38,No,Good,Low,Good,77.93
STD01964,19,M,bachelor,,60.13,Yes,6.29,78.07,No,Good,Medium,Good,100
STD00605,24,F,master,16.97,74.54,No,8.42,61.39,No,Excellent,Medium,Poor,100
STD00383,18,F,bachelor,9.94,60.13,Yes,7.85,47.67,YES,Good,,Good,96.53
STD01437,23,M,high_school,6.7,48.56,Yes,5.08,61.78,No,Poor,High,Poor,76.67
STD02240,23,F,bachelor,15.29,40.43,Yes,,73.27,Yes,Good,Medium,Excellent,100
STD02247,21,M,bachelor,9.26,63.57,No,8.97,57.44,No,Excellent,High,Good,96.39
STD00250,24,F,bachelor,10.5,50.33,No,5.31,53.95,Yes,Good,Medium,Poor,83.88
STD00225,19,M,bachelor,,60.72,Yes,6.71,55.76,Yes,Excellent,Low,Excellent,95.74
STD01567,23,F,high_school,9.92,71.71,  No ,6.42,63.0,Yes,Excellent,Medium,Good,100
STD01310,24,M,master,,70.99,Yes,6.15,55.05,No,Good,Medium,Good,90.27
STD00374,24,M,high_school,,48.85,Yes,8.15,57.0,Yes,Poor,,Good,98.92
STD00483,19,M,high_school,14.92,57.46,Yes,6.66,48.02,No,Good,Low,Poor,92.55
STD00314,19,F,bachelor,11.92,65.31,Yes,6.75,45.1,No,Excellent,High,Excellent,100
STD01101,19,M,high_school,,56.51,No,7.82,53.87,No,Excellent,Medium,Good,87.58
STD00052,21,F,bachelor,5.75,52.8,Yes,5.45,73.03,Yes,Good,  Low ,Good,89.45
STD00132,21,F,high_school,4.83,,No,5.13,58.43,No,Excellent,,Excellent,81.76
STD02367,23,M,master,14.32,50.05,No,6.04,67.28,No,Excellent,High,Good,100
STD02215,18,M,master,3.37,43.91,Yes,6.59,41.32,No,Good,Low,Good,75.09
STD01945,24,M,high_school,11.33,74.83,Yes,6.8,47.12,No,Excellent,Medium,Good,97.24
STD00778,22,F,master,,,Yes,5.72,47.51,Yes,Poor,Medium,Good,83.13
STD00649,25,M,master,7.4,62.34,Yes,,68.22,No,Excellent,Medium,Poor,84.28
STD00444,22,M,master,6.61,72.61,Yes,9.35,60.1,No,Excellent,High,Excellent,99.65
STD00550,25,F,bachelor,,40.48,Yes,,57.5,No,Poor,Medium,Good,78.07
STD00223,20,F,bachelor,,58.31,Yes,8.86,41.01,No,Good,Low,Good,84.6
STD00779,25,M,bachelor,12.77,66.86,No,,51.66,No,Good,Medium,Good,95.5
STD01387,18,M,bachelor,,61.46,No,5.95,57.98,Yes,Excellent,Low,Good,96.49
STD01497,22,M,high_school,19.29,,No,5.99,61.23,No,Good,Medium,Good,100
STD01826,20,M,doctorate,18.26,36.16,No,6.61,63.75,Yes,Poor,Low,Good,100
STD00122,24,F,bachelor,9.44,64.23,Yes,,63.53,No,Good,Low,Excellent,93.77
STD00540,25,F,bachelor,6.46,62.33,Yes,6.72,28.07,Yes,Poor,  Medium ,Good,84.97
STD01000,19,F,bachelor,5.23,72.03,Yes,5.23,,No,,Medium,Good,81.56
STD00790,23,F,bachelor,13.98,58.56,Yes,7.5,54.51,No,Good,Medium,Good,97.18
STD02224,21,M,high_school,2.16,54.33,No,6.6,47.81,Yes,Poor,Medium,Poor,71.56
STD00911,25,F,bachelor,2.82,69.44,No,5.95,51.43,No,Good,,Excellent,75.8
STD01075,24,M,doctorate,1.19,,No,7.93,72.46,No,Good,,Good,89.11
STD00087,18,F,bachelor,14.07,57.26,Yes,7.93,61.4,Yes,Excellent,Medium,Poor,100
STD02061,21,M,high_school,9.36,41.14,No,8.23,67.59,No,Poor,Medium,Poor,85.19
STD01451,22,F,bachelor,3.39,61.74,No,6.56,49.77,No,Excellent,High,Good,85.36
STD01346,19,M,master,5.04,55.3,No,5.14,60.34,No,Good,Low,Excellent,74.9
STD01109,23,F,master,7.22,75.29,Yes,6.0,28.63,Yes,Poor,Low,Poor,77.88
STD00903,25,F,bachelor,6.25,58.83,No,6.81,76.02,No,Good,Medium,Excellent,96.63
STD01088,20,F,high_school,4.76,70.9,Yes,7.33,39.4,No,Poor,,Good,71.22
STD01302,19,M,high_school,8.45,59.11,No,7.89,60.14,Yes,Excellent,High,Good,94.93
STD01800,18,F,high_school,8.78,57.4,Yes,5.57,64.8,Yes,Poor,  Medium ,Excellent,88.13
STD00676,24,M,bachelor,18.51,77.99,Yes,,52.92,Yes,Poor,Medium,Good,100
STD01424,19,M,bachelor,10.88,62.39,Yes,,52.77,No,Good,Low,Excellent,88.38
STD00202,20,M,high_school,10.37,51.52,Yes,8.22,72.95,Yes,Good,High,Excellent,100
STD02316,24,F,bachelor,16.78,,No,5.24,48.17,No,Poor,Low,Good,92.15
STD02025,18,F,master,11.64,56.09,Yes,7.91,53.7,No,Poor,Medium,Good,94.6
STD00713,18,M,high_school,5.3,55.35,Yes,,39.49,No,Good,Medium,Excellent,76.5
STD01652,22,F,high_school,11.43,56.5,Yes,7.26,72.07,No,Poor,Medium,Good,92.48
STD02180,24,M,bachelor,,61.42,Yes,6.78,57.84,Yes,Excellent,Medium,Good,90.27
STD01916,18,M,bachelor,12.4,79.38,Yes,8.96,53.34,No,Good,Medium,Excellent,100
STD00285,22,M,bachelor,,60.67,No,7.53,53.06,No,,Low,Good,97.81
STD00481,18,F,  bachelor ,8.38,55.75,No,8.58,56.37,No,Poor,High,Excellent,88.29
STD01459,23,F,bachelor,16.0,59.03,Yes,5.94,74.91,No,Good,Low,Excellent,100
STD02497,22,F,high_school,8.07,64.34,Yes,7.14,45.71,Yes,Good,Medium,Poor,84.52
STD02405,22,M,high_school,,63.08,Yes,,53.19,No,Poor,Medium,Excellent,81.84
STD02270,23,F,master,7.56,38.18,Yes,8.96,56.62,No,Excellent,Medium,Excellent,92.06
STD02464,21,M,high_school,,69.44,Yes,8.68,60.12,No,Good,Low,Good,96.25
STD01099,18,F,bachelor,5.62,77.08,Yes,6.22,48.3,No,Excellent,Low,Good,86.15
STD00221,22,F,bachelor,9.25,58.58,No,6.14,50.26,Yes,Excellent,Medium,Good,89.74
STD00914,20,F,doctorate,3.31,63.34,Yes,8.06,61.33,No,Good,High,Good,96.93
STD00683,18,F,high_school,18.3,57.5,No,,44.0,No,Good,Medium,Excellent,97.49
STD01878,19,M,high_school,10.04,81.97,Yes,9.05,,No,Excellent,Low,Good,100
STD02317,22,F,bachelor,8.73,57.19,No,5.66,47.25,No,Excellent,Low,Good,83.13
STD01236,18,M,high_school,13.3,50.28,Yes,7.59,41.92,No,Poor,Medium,Good,83.67
STD01506,21,F,bachelor,5.53,68.35,No,6.84,60.86,No,Good,Medium,Excellent,85.41
STD02067,25,M,bachelor,3.15,56.45,No,5.46,70.29,No,Excellent,Low,Excellent,87.41
STD01311,25,F,bachelor,7.96,60.3,No,7.2,52.5,Yes,Good,Medium,Good,93.61
STD01621,20,M,high_school,18.41,81.23,Yes,,48.36,No,,Low,Good,100
STD01914,22,F,high_school,10.78,68.7,Yes,6.46,56.13,No,Excellent,Medium,Good,94.04
STD02086,20,M,high_school,14.19,70.46,Yes,5.57,55.26,No,,Medium,Excellent,97.81
STD01766,18,F,bachelor,10.74,,Yes,7.99,64.41,No,Poor,Low,Poor,84.33
STD01813,18,F,master,12.47,,No,6.58,50.11,Yes,Good,Medium,Excellent,100
STD00738,24,F,high_school,8.22,59.18,Yes,,63.0,Yes,,Medium,Good,86.97
STD00627,22,F,high_school,10.01,58.2,Yes,7.83,62.31,No,Good,Low,Excellent,92.89
STD01118,21,F,bachelor,1.03,44.59,Yes,7.35,34.52,No,Excellent,High,Good,77.25
STD00479,24,F,bachelor,,57.47,Yes,7.0,61.93,Yes,Good,Medium,Excellent,96.72
STD02441,19,M,high_school,,44.86,Yes,,49.22,No,Good,Medium,Good,82.25
STD00678,22,F,master,11.51,66.78,No,,54.02,Yes,Good,Medium,Excellent,100
STD00601,24,F,high_school,8.33,71.33,No,9.54,59.24,Yes,Good,Medium,Excellent,93.07
STD01769,25,M,high_school,,66.57,Yes,7.1,47.4,No,Excellent,  Medium ,Good,89.3
STD01893,20,M,bachelor,10.61,51.06,No,,58.01,Yes,Excellent,High,Good,98.18
STD00629,19,F,high_school,,69.99,Yes,8.46,37.99,Yes,Good,Medium,Poor,91.26
STD02042,18,F,master,5.14,66.55,Yes,7.62,35.1,Yes,Good,Medium,Good,88.64
STD02058,25,F,master,15.73,53.56,No,7.28,,Yes,Good,Medium,Good,100
STD02355,22,M,bachelor,7.59,54.15,No,5.63,55.62,Yes,Good,Medium,Good,95.6
STD01270,25,M,bachelor,8.16,72.64,Yes,6.63,54.22,No,Excellent,Medium,Good,94.94
STD01306,21,M,bachelor,19.14,,No,7.99,63.05,No,Excellent,Medium,Poor,100
STD00327,18,F,bachelor,5.47,49.28,No,6.78,64.07,Yes,Excellent,Medium,Excellent,93.37
STD00564,19,M,high_school,,74.52,Yes,5.83,52.85,No,Good,,Good,86.61
STD02502,21,M,bachelor,10.12,,No,,52.44,Yes,Good,High,Excellent,98.89
STD00302,19,M,high_school,22.3,58.87,No,6.96,77.85,No,Good,,Good,100
STD01702,21,M,high_school,12.4,70.71,Yes,7.91,64.3,No,,Low,Poor,92.89
STD01891,21,F,master,12.77,,Yes,8.17,41.92,Yes,,High,Good,98.27
STD01293,24,F,bachelor,14.38,71.88,No,6.86,72.27,No,Good,High,Good,100
STD00271,20,F,high_school,12.13,,Yes,5.61,72.96,Yes,Good,High,Good,94.5
STD02308,19,M,high_school,10.02,82.66,Yes,5.05,58.05,No,Good,Low,Good,82.16
STD00174,20,M,master,7.46,47.26,Yes,6.37,68.63,Yes,Excellent,High,Good,96.49
STD00741,18,F,master,8.29,54.42,No,8.57,60.3,Yes,Good,Medium,Good,98.13
STD02433,20,M,doctorate,0.32,31.92,Yes,8.72,49.75,Yes,Excellent,Low,Excellent,82.74
STD00246,25,F,bachelor,1.05,51.39,Yes,5.93,50.81,No,Excellent,High,Excellent,84.49
STD01728,25,F,doctorate,10.95,72.44,No,6.05,52.95,Yes,Good,Low,Excellent,100
STD00404,18,M,doctorate,19.44,62.24,Yes,8.22,61.56,No,Poor,Low,Good,100
STD00361,22,F,bachelor,2.92,73.77,No,5.46,69.95,Yes,Excellent,Medium,Good,90.17
STD02104,21,M,high_school,3.3,64.91,No,2.98,,No,Poor,Low,Poor,71.15
STD02262,23,M,bachelor,1.3,63.24,  Yes ,7.05,39.94,Yes,Excellent,Low,Excellent,82.26
STD01487,22,M,high_school,8.63,47.63,No,,50.11,Yes,Poor,Low,Poor,79.55
STD00158,25,F,bachelor,7.45,55.69,Yes,8.76,80.7,No,Good,Medium,Excellent,93.54
STD01697,19,M,master,5.67,67.39,Yes,8.72,40.63,No,Good,Medium,Good,89.44
STD01726,20,M,bachelor,5.57,66.28,No,4.91,70.39,Yes,Good,,Poor,84.2
STD01241,24,F,high_school,16.88,50.93,Yes,4.17,73.12,No,  Good ,Low,Good,92.77
STD01199,21,M,high_school,8.59,39.19,Yes,7.37,58.89,No,Good,Low,Poor,85.76
STD01767,25,M,high_school,14.45,53.1,No,7.93,66.26,Yes,Good,High,Good,100
STD00201,25,F,high_school,16.44,61.47,Yes,5.85,49.52,No,Excellent,High,Poor,95.23
STD00413,19,F,bachelor,6.22,53.17,Yes,8.94,68.78,No,Good,Medium,Excellent,88.79
STD00020,24,F,bachelor,8.64,64.85,Yes,,63.62,No,Good,  Medium ,Excellent,94.43
STD01877,22,F,high_school,1.68,49.74,No,9.68,44.39,No,Excellent,,Good,73.79
STD02166,19,M,high_school,4.74,,Yes,4.89,48.13,No,Good,,Excellent,78.49
STD01635,19,F,high_school,8.92,69.18,Yes,7.01,46.21,No,Good,Medium,Good,92.56
STD00698,24,M,bachelor,17.69,66.23,Yes,6.11,56.42,Yes,Excellent,Medium,Poor,100
STD00899,25,F,DOCTORATE,3.9,64.13,Yes,6.24,69.26,Yes,Good,Medium,Good,92.25
STD00761,19,M,bachelor,13.66,53.7,Yes,7.98,52.46,Yes,Excellent,Medium,Good,99.85
STD00083,18,F,master,4.36,62.81,Yes,6.87,54.65,No,Good,Medium,Excellent,87.58
STD00502,21,M,high_school,12.37,75.17,Yes,4.76,53.67,No,Excellent,Low,Good,92.16
STD00219,25,F,doctorate,18.25,54.78,Yes,7.07,57.96,No,Good,Medium,Good,100
STD01578,19,F,high_school,5.0,50.85,Yes,7.16,62.62,No,Poor,Medium,Excellent,82.64
STD02327,18,M,bachelor,13.63,61.27,No,7.55,45.14,No,Excellent,High,Excellent,100
STD00099,18,F,bachelor,10.71,,No,8.55,58.71,No,Poor,High,Excellent,94.68
STD00226,22,F,master,,54.74,Yes,6.95,43.16,No,Good,Low,Good,66.4
STD01146,22,M,bachelor,13.44,56.9,No,,61.86,Yes,Poor,,Good,99.05
STD00999,20,M,master,6.97,50.57,No,5.35,54.28,No,Poor,Low,Excellent,78.75
STD00906,23,F,bachelor,3.95,74.43,Yes,7.37,64.03,No,Good,Low,Good,87.59
STD02392,20,M,bachelor,0.47,60.09,Yes,5.72,58.98,No,Poor,Medium,Excellent,77.03
STD01428,24,M,bachelor,,58.61,Yes,,49.5,Yes,Excellent,High,Good,86.83
STD01371,20,F,master,11.41,54.08,Yes,8.31,61.54,No,Good,Medium,Good,95.3
STD00010,21,F,bachelor,4.07,59.8,Yes,,55.92,Yes,Good,Medium,Poor,79.32
STD00455,22,M,master,11.97,54.87,Yes,7.0,72.9,Yes,Excellent,,Excellent,100
STD02207,22,F,bachelor,8.06,65.78,No,6.82,68.8,No,Good,Low,Good,89.74
STD01537,22,F,high_school,10.26,65.38,Yes,5.06,37.64,No,Good,,Good,83.23
STD00658,25,M,bachelor,,54.99,No,8.53,49.75,No,Poor,Medium,Excellent,91.23
STD00073,21,F,bachelor,2.54,40.73,Yes,5.82,59.06,No,  Excellent ,,Good,79.52
STD02170,18,F,high_school,10.14,48.36,Yes,8.11,59.64,No,Poor,Medium,Poor,79.95
STD02273,23,M,bachelor,8.03,72.87,No,8.36,63.85,No,,Medium,Good,89.65
STD01086,21,M,bachelor,20.54,52.95,No,9.15,47.4,No,Excellent,,Excellent,100
STD02059,21,F,doctorate,10.48,79.87,No,7.42,56.24,No,Good,Medium,Good,100
